MCC;Название;Группа;Обновлено;;;;;
7276;Служба налоговой подготовки;Личные услуги;01.01.2018;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 7276,'Служба налоговой подготовки ');";
7277;Долги, брак, личные вопросы - консультирование;Личные услуги;02.04.2019;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 7277,'Долги, брак, личные вопросы - консультирование ');";
7278;Услуги покупок/шоппинга;Личные услуги;17.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 7278,'Услуги покупок/шоппинга ');";
7280;Пациент больницы – вывод личных средств;Личные услуги;22.03.2018;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 7280,'Пациент больницы – вывод личных средств ');";
7296;Сдача в аренду костюмов, униформы, простой одежды;Личные услуги;18.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 7296,'Сдача в аренду костюмов, униформы, простой одежды ');";
7297;Массажные салоны;Личные услуги;18.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 7297,'Массажные салоны ');";
7298;Салоны красоты и здоровья;Личные услуги;01.01.2018;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 7298,'Салоны красоты и здоровья ');";
7299;Различные услуги - нигде более не классифицированные;Личные услуги;18.11.2018;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 7299,'Различные услуги - нигде более не классифицированные ');";
7311;Рекламные услуги;Бизнес услуги;18.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 7311,'Рекламные услуги ');";
7321;Потребительские кредитные агентства;Бизнес услуги;17.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 7321,'Потребительские кредитные агентства ');";
7322;Агентства взыскания долгов;Бизнес услуги;14.10.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 7322,'Агентства взыскания долгов ');";
7332;Услуги синьки и фотокопирования;Бизнес услуги;14.10.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 7332,'Услуги синьки и фотокопирования ');";
7333;Коммерческое искусство, графика, фотография;Бизнес услуги;01.01.2018;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 7333,'Коммерческое искусство, графика, фотография ');";
7338;Быстрое копирование, репродуцирование и услуги по созданию чертежей;Бизнес услуги;18.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 7338,'Быстрое копирование, репродуцирование и услуги по созданию чертежей ');";
7339;Услуги стенографии и секретарского дела;Бизнес услуги;01.01.2018;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 7339,'Услуги стенографии и секретарского дела ');";
7342;Истребление насекомых и дезинфекция;Бизнес услуги;12.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 7342,'Истребление насекомых и дезинфекция ');";
7349;Уборка и чистка помещений;Бизнес услуги;14.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 7349,'Уборка и чистка помещений ');";
7361;Агентства по трудоустройству, временные справочные службы;Бизнес услуги;17.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 7361,'Агентства по трудоустройству, временные справочные службы ');";
7372;Программирование, обработка данных, проектирование интегрированных систем;Бизнес услуги;18.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 7372,'Программирование, обработка данных, проектирование интегрированных систем ');";
7375;Информационно-поисковые услуги;Бизнес услуги;18.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 7375,'Информационно-поисковые услуги ');";
7379;Ремонт компьютеров;Бизнес услуги;18.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 7379,'Ремонт компьютеров ');";
7389;Бизнес услуги – нигде более не классифицированные;Бизнес услуги;31.01.2018;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 7389,'Бизнес услуги – нигде более не классифицированные ');";
7392;Услуги по консультированию, управлению и связям с общественностью;Бизнес услуги;17.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 7392,'Услуги по консультированию, управлению и связям с общественностью ');";
7393;Детективные агентства, охранные агентства, службы безопасности, включая бронированные автомобили, сторожевых собак;Бизнес услуги;17.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 7393,'Детективные агентства, охранные агентства, службы безопасности, включая бронированные автомобили, сторожевых собак ');";
7394;Аренда оборудования и лизинговые услуги, аренда мебели, прокат инструментов;Бизнес услуги;01.01.2018;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 7394,'Аренда оборудования и лизинговые услуги, аренда мебели, прокат инструментов ');";
7395;Фотостудии, фотолаборатории;Бизнес услуги;18.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 7395,'Фотостудии, фотолаборатории ');";
7399;Бизнес услуги – нигде более не классифицированные;Бизнес услуги;18.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 7399,'Бизнес услуги – нигде более не классифицированные ');";
7511;Стоянка грузового транспорта;Бизнес услуги;18.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 7511,'Стоянка грузового транспорта ');";
7512;Прокат автомобилей;Аренда автомобилей;18.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 7512,'Прокат автомобилей ');";
7513;Прокат аксессуаров для трэйлеров и грузовиков.;Аренда автомобилей;17.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 7513,'Прокат аксессуаров для трэйлеров и грузовиков. ');";
7519;Прокат домиков на колесах, аксессуары к наземному транспорту.;Аренда автомобилей;18.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 7519,'Прокат домиков на колесах, аксессуары к наземному транспорту. ');";
7523;Паркинги и гаражи;Бизнес услуги;17.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 7523,'Паркинги и гаражи ');";
7531;Станции технического обслуживания для автомобильного транспорта;Ремонтные услуги;16.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 7531,'Станции технического обслуживания для автомобильного транспорта ');";
7534;Шиномонтаж и вулканизация;Ремонтные услуги;18.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 7534,'Шиномонтаж и вулканизация ');";
7535;Покраска автомобилей;Ремонтные услуги;17.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 7535,'Покраска автомобилей ');";
7538;СТО общего назначения;Ремонтные услуги;18.04.2017;;;;"insert into mcc_codes (""ID"", ""MCC"", ""MCC_DESC"") values (seq_mcc_merch_id.NEXTVAL, 7538,'СТО общего назначения ');";
